"";"ASSETID";"PERIOD";"PRICE";"UNITPRICE";"CONSTRUCTEDAREA";"ROOMNUMBER";"BATHNUMBER";"HASTERRACE";"HASLIFT";"HASAIRCONDITIONING";"AMENITYID";"HASPARKINGSPACE";"ISPARKINGSPACEINCLUDEDINPRICE";"PARKINGSPACEPRICE";"HASNORTHORIENTATION";"HASSOUTHORIENTATION";"HASEASTORIENTATION";"HASWESTORIENTATION";"HASBOXROOM";"HASWARDROBE";"HASSWIMMINGPOOL";"HASDOORMAN";"HASGARDEN";"ISDUPLEX";"ISSTUDIO";"ISINTOPFLOOR";"CONSTRUCTIONYEAR";"FLOORCLEAN";"FLATLOCATIONID";"CADCONSTRUCTIONYEAR";"CADMAXBUILDINGFLOOR";"CADDWELLINGCOUNT";"CADASTRALQUALITYID";"BUILTTYPEID_1";"BUILTTYPEID_2";"BUILTTYPEID_3";"DISTANCE_TO_CITY_CENTER";"DISTANCE_TO_METRO";"DISTANCE_TO_DIAGONAL";"LONGITUDE";"LATITUDE";"CUSEC";"CUMUN";"CSEC";"CDIS";"CMUN";"CPRO";"CCA";"CUDIS";"CLAU2";"NPRO";"NCA";"CNUT0";"CNUT1";"CNUT2";"CNUT3";"NMUN";"Shape_Leng";"Shape_Area";"geometry";"Renta.media.por.persona";"Renta.media.por.hogar"
"49142";"A5314834375355526089";201812;333000;5123,07692307692;65;4;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1920;5;NA;1920;7;20;3;0;0;1;1,76344510659152;0,186363221083887;2,24429935182221;2,15670929615756;41,3746821323465;"0801903003";"08019";"003";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";699,632902342;21736,402071;c(931296.000003102, 4593198.99988437);10486;25870
"49143";"A12723822255522365232";201812;243000;3283,78378378378;74;3;1;1;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1974;3;1;1974;7;28;3;0;1;0;1,38154099852248;0,0455736344702647;2,59339889288064;2,16958426241832;41,3745620561186;"0801903016";"08019";"016";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";650,256152108;22490,420156;c(932374.000003109, 4593249.99988438);9754;25829
"49144";"A5772232679529878119";201812;144000;2250;64;2;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1923;7;16;5;0;0;1;1,71521574171949;0,317141944398018;2,62391961472475;2,16293165848823;41,3725117408698;"0801903013";"08019";"013";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";654,97375979;21537,084945;c(931831.000003105, 4592988.99988438);10136;24497
"49145";"A17342172832343278573";201812;321000;3914,63414634146;82;3;1;0;1;0;3;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1928;5;1;1928;5;20;4;0;0;1;1,44162225298552;0,192148028470008;2,40914209640259;2,16394192269284;41,3748520897144;"0801903012";"08019";"012";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";729,106418792;29857,388993;c(931900.000003106, 4593253.99988438);11396;27643
"49146";"A8659712501932314621";201812;484000;4989,69072164949;97;2;2;1;1;1;3;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1900;NA;1;1900;5;14;5;0;0;1;1,57490056064571;0,207010613769751;2,70863131733264;2,16756727727412;41,3729423204359;"0801903017";"08019";"017";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";763,362555918;22670,3622909;c(932216.000003108, 4593059.99988438);10320;25034
"49147";"A14990647571988738179";201812;250000;4716,98113207547;53;1;1;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1905;0;2;1905;6;19;4;0;0;1;1,62081169994939;0,317047511694396;2,63784697558674;2,16490081353017;41,3729273076326;"0801903014";"08019";"014";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";681,330017185;20347,1051927;c(931993.000003107, 4593044.99988438);9833;24849
"49148";"A13975852858119901670";201812;192000;3200;60;2;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1923;1;1;1923;7;21;5;0;0;1;1,58060377009047;0,221460703175306;2,67838964797288;2,16661595254506;41,3730031581019;"0801903015";"08019";"015";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";860,556403599;45424,3534521;c(932136.000003108, 4593061.99988438);10488;26457
"49150";"A7599280102674166417";201812;333000;5644,06779661017;59;2;1;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;1;1930;5;18;4;0;0;1;1,46870578879227;0,107591804658289;2,68410201336808;2,16986838800218;41,3737749979958;"0801903019";"08019";"019";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1092,65565789;60844,0797716;c(932403.00000311, 4593163.99988438);11029;26921
"49151";"A10383747306709013739";201812;150000;3846,15384615385;39;2;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;NA;1975;0;6;5;0;0;1;1,7155253773888;0,351933279177787;2,79992327194319;2,16643650386765;41,3717958287053;"0801903017";"08019";"017";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";763,362555918;22670,3622909;c(932129.000003107, 4592926.99988438);10320;25034
"49152";"A4985880629575945795";201812;323000;4037,5;80;2;1;0;0;1;3;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;NA;0;1;1932;7;13;5;0;0;1;1,82243077261375;0,187610719722655;2,38766422446816;2,15756277672653;41,3735364066696;"0801903002";"08019";"002";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";749,964341019;28961,1767893;c(931375.000003102, 4593075.99988437);11324;26993
"49153";"A13908787870458066813";201812;477000;5300;90;3;2;0;1;1;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1931;3;1;1931;4;11;5;0;0;1;1,43991639194803;0,100796450567231;2,54855443520778;2,16678777144089;41,3742648487015;"0801903015";"08019";"015";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";860,556403599;45424,3534521;c(932142.000003108, 4593202.99988437);10488;26457
"49154";"A12315671584703235500";201812;210000;2625;80;3;2;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2000;3;NA;2000;18;9;9;0;0;1;3,18999798650431;0,905834584342209;3,18572340188718;2,1481622766269;41,3634789208301;"0801903024";"08019";"024";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";10626,4416349;3814541,5539;c(930655.000003096, 4591911.99988439);11566;28307
"49155";"A16685923278900047427";201812;283000;3537,5;80;4;1;0;1;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1928;3;1;1928;6;15;4;0;0;1;1,9372955809386;0,374270279320863;2,2635177363259;2,15462070148426;41,3739656853382;"0801903004";"08019";"004";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";823,895869683;31089,9822489;c(931126.0000031, 4593108.99988438);13030;29627
"49157";"A631779857240467994";201812;395000;5197,36842105263;76;2;3;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;1;1940;7;24;4;1;0;0;1,48728009892954;0,128295029916935;2,60204692604433;2,16697846182939;41,3738061125377;"0801903015";"08019";"015";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";860,556403599;45424,3534521;c(932161.000003108, 4593152.99988438);10488;26457
"49158";"A10494049122875558480";201812;325000;3611,11111111111;90;3;1;0;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1920;3;1;1920;4;11;4;0;0;1;1,83537224365668;0,260621215817298;2,25542925877431;2,15589412117587;41,3743496326957;"0801903003";"08019";"003";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";699,632902342;21736,402071;c(931230.000003101, 4593157.99988438);10486;25870
"49159";"A11787024558748175475";201812;146000;3650;40;1;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1970;7;19;4;0;0;1;1,51452847170446;0,153647691426946;2,73985229568861;2,17037368431621;41,3733651048855;"0801903019";"08019";"019";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1092,65565789;60844,0797716;c(932448.000003109, 4593120.99988438);11029;26921
"49160";"A13728798197483892458";201812;394000;4377,77777777778;90;4;1;1;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;NA;4;NA;1981;4;7;3;0;0;1;1,4706961816713;0,305907912822553;2,75152608239916;2,17415090011317;41,3741221811635;"0801903020";"08019";"020";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1579,36388819;96567,4184602;c(932759.000003112, 4593223.99988438);13552;33107
"49161";"A10432339074046159489";201812;4e+05;4938,27160493827;81;3;1;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1929;4;NA;1929;5;24;4;0;0;1;1,74168445154466;0,117544311371712;2,37794237173789;2,15872119697496;41,3738264569673;"0801903001";"08019";"001";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";642,893416676;23130,6271814;c(931470.000003103, 4593113.99988438);12846;30280
"49163";"A10972556256598942840";201812;253000;3373,33333333333;75;3;1;0;1;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1956;1;1;1956;1;3;5;0;1;0;1,98739499266651;0,462384853404527;2,73136997523834;2,15997461320716;41,3707901052862;"0801903024";"08019";"024";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";10626,4416349;3814541,5539;c(931595.000003103, 4592782.99988438);11566;28307
"49164";"A4265524700789436114";201812;198000;3142,85714285714;63;2;1;0;0;1;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1936;1;2;1936;7;7;7;0;0;1;1,92592158480134;0,293602032486706;2,42089468956693;2,15653574811382;41,3729433407579;"0801903002";"08019";"002";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";749,964341019;28961,1767893;c(931293.000003102, 4593004.99988437);11324;26993
"49165";"A14097736122716086099";201812;265000;4416,66666666667;60;2;1;1;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1880;3;1;1880;4;13;5;0;1;0;1,46896592460857;0,140537644285366;2,56109467050574;2,16640077979457;41,3740571951757;"0801903015";"08019";"015";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";860,556403599;45424,3534521;c(932111.000003108, 4593177.99988438);10488;26457
"49166";"A1667843990987041028";201812;212000;3365,07936507937;63;2;1;1;0;1;3;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;1910;4;1;1910;6;10;5;0;0;1;1,60264107608742;0,283611999944055;2,57214501534542;2,16396318514871;41,3733116157145;"0801903012";"08019";"012";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";729,106418792;29857,388993;c(931912.000003106, 4593082.99988438);11396;27643
"49167";"A6879167738939677393";201812;362000;4067,41573033708;89;2;2;0;1;1;3;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1912;NA;NA;1912;5;9;4;0;0;1;1,562233742817;0,281859398048011;2,57973724521854;2,16488466954087;41,3734772186159;"0801903014";"08019";"014";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";681,330017185;20347,1051927;c(931988.000003106, 4593105.99988437);9833;24849
"49168";"A9069853044051671455";201812;237000;3646,15384615385;65;2;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1974;3;1;1974;6;13;5;0;0;1;1,61243486207298;0,29045391472585;2,65186981913253;2,16535408161389;41,3729159109081;"0801903014";"08019";"014";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";681,330017185;20347,1051927;c(932031.000003106, 4593045.99988438);9833;24849
"49169";"A16288624596377611338";201812;290000;4393,93939393939;66;2;1;0;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1922;2;1;1922;2;3;5;0;0;1;1,69642103687283;0,214442138931406;2,49268691621811;2,16111592263041;41,3732776405403;"0801903011";"08019";"011";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";635,748941857;20690,4818998;c(931674.000003104, 4593064.99988438);9151;22584
"49171";"A17743683870250803070";201812;245000;3402,77777777778;72;1;1;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;1;1996;7;16;5;0;0;1;1,57227245412541;0,211909841310745;2,77839873461956;2,16969904401015;41,3728463128454;"0801903018";"08019";"018";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";577,847844965;20422,764566;c(932395.000003109, 4593059.99988439);10981;29465
"49173";"A13390681190118021013";201812;186000;3444,44444444444;54;2;1;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1970;0;1;1970;5;11;5;0;0;1;1,65632342846653;0,298875397459471;2,73536512296552;2,16625435431973;41,372362215753;"0801903017";"08019";"017";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";763,362555918;22670,3622909;c(932110.000003108, 4592988.99988438);10320;25034
"49174";"A5569480931069232989";201812;209000;3943,39622641509;53;3;1;0;1;0;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1936;1;1;1936;5;18;4;0;1;0;1,70689004839915;0,315209431947277;2,62216243546525;2,16304311015645;41,3725607451458;"0801903013";"08019";"013";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";654,97375979;21537,084945;c(931840.000003106, 4592994.99988437);10136;24497
"49175";"A10501303870659482790";201812;438000;5341,46341463415;82;2;2;1;1;1;3;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;NA;1;1;1900;6;13;5;0;0;1;1,76340413274701;0,305019225271149;2,58961868392041;2,16154163923086;41,372466228304;"0801903024";"08019";"024";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";10626,4416349;3814541,5539;c(931715.000003104, 4592976.99988438);11566;28307
"49176";"A1302064907170614227";201812;202000;1726,49572649573;117;2;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1995;5;17;3;0;0;1;1,59803065051544;0,24983320056408;2,76827318081698;2,16864371029792;41,3726507650289;"0801903018";"08019";"018";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";577,847844965;20422,764566;c(932308.000003108, 4593032.99988438);10981;29465
"49177";"A9519868043424130036";201812;241000;4381,81818181818;55;2;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1952;3;1;1952;5;9;5;0;0;1;1,89297982005215;0,258750043284206;2,41896978867238;2,15696465945355;41,3730771203262;"0801903002";"08019";"002";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";749,964341019;28961,1767893;c(931328.000003102, 4593021.99988438);11324;26993
"49178";"A16256653008161869493";201812;153000;1843,3734939759;83;3;2;0;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1900;1;1;1900;6;21;3;0;0;1;1,67098032282964;0,0503342216467237;2,26635085569673;2,15834324768872;41,3747887638104;"0801903001";"08019";"001";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";642,893416676;23130,6271814;c(931432.000003102, 4593218.99988438);12846;30280
"49179";"A6250988085726208805";201812;372000;4650;80;2;2;1;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;NA;1;1;1970;8;25;5;0;0;1;1,99882770592117;0,122011859713466;2,01753059496848;2,15172305263624;41,3754102385841;"0801902150";"08019";"150";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";920,281098234;47005,3355054;c(930874.000003099, 4593254.99988437);14478;33774
"49180";"A16099661400975821878";201812;265000;4818,18181818182;55;3;1;1;1;1;3;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1932;5;1;1932;7;11;6;0;1;0;1,86779926240893;0,251610731094947;2,33793392318618;2,15636771580124;41,3736891396032;"0801903003";"08019";"003";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";699,632902342;21736,402071;c(931274.000003101, 4593086.99988438);10486;25870
"49181";"A2394598805396139103";201812;292000;4171,42857142857;70;4;1;0;1;0;3;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1920;5;1;1920;7;20;3;0;0;1;1,73713256292878;0,178330906026456;2,21258679441135;2,15670963148459;41,3749882205567;"0801903003";"08019";"003";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";699,632902342;21736,402071;c(931294.000003101, 4593232.99988438);10486;25870
"49185";"A5029176537057419321";201812;317000;4731,34328358209;67;2;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1910;1;NA;1910;5;12;4;0;0;1;1,64662693679693;0,329449433928507;2,66961879252466;2,16503500092517;41,3726601809116;"0801903014";"08019";"014";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";681,330017185;20347,1051927;c(932006.000003107, 4593015.99988437);9833;24849
"49186";"A11016111626172084166";201812;321000;4938,46153846154;65;3;1;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1925;4;1;1925;6;14;5;0;0;1;1,58196434768549;0,0754152329234545;2,34544464871586;2,16075311978692;41,3745813889056;"0801903009";"08019";"009";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";587,565769073;18773,9402374;c(931635.000003104, 4593207.99988438);12251;29475
"49187";"A2705099338776793836";201812;233000;4087,71929824561;57;3;1;0;1;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1971;4;1;1971;7;26;4;0;0;1;1,46929856910687;0,106972868133361;2,68801451916536;2,16999939191869;41,3737690965055;"0801903019";"08019";"019";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1092,65565789;60844,0797716;c(932414.00000311, 4593163.99988438);11029;26921
"49188";"A4263420422827416645";201812;308000;4738,46153846154;65;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;1;1933;4;11;5;0;0;1;1,79075667350093;0,1693903477156;2,32125804422433;2,15719976741086;41,3740838988304;"0801903001";"08019";"001";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";642,893416676;23130,6271814;c(931341.000003102, 4593134.99988438);12846;30280
"49189";"A4695317475922370353";201812;169000;4225;40;2;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;2;2000;5;6;4;0;1;0;1,48711194608091;0,120258559336411;2,61608065840584;2,16734552081097;41,3737625770472;"0801903016";"08019";"016";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";650,256152108;22490,420156;c(932192.000003107, 4593149.99988438);9754;25829
"49190";"A13426233379126345669";201812;274000;3223,52941176471;85;3;1;0;1;0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1966;4;1;1966;7;27;4;0;0;1;1,71047662952745;0,122350793647883;2,39230156534577;2,15941480033785;41,3738312895425;"0801903008";"08019";"008";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";631,132079625;17622,3643345;c(931528.000003103, 4593117.99988437);11473;25929
"49191";"A1905380165173376803";201812;234000;4254,54545454546;55;3;1;0;0;0;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1929;2;1;1929;5;12;5;0;0;1;1,76795800970731;0,199205479499958;2,23221881084569;2,15652300081904;41,3747445211398;"0801903003";"08019";"003";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";699,632902342;21736,402071;c(931280.000003102, 4593204.99988437);10486;25870
"49192";"A14133898784491082415";201812;245000;3656,71641791045;67;3;1;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1936;1;1;1936;6;28;4;0;0;1;1,80436241830698;0,469048094380664;2,77505393974194;2,16407366441116;41,3713890001666;"0801903023";"08019";"023";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";647,728357827;21991,6912068;c(931934.000003105, 4592869.99988439);10673;27684
"49193";"A844235867160148211";201812;338000;4828,57142857143;70;2;2;0;1;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;NA;2;1;1970;7;19;4;0;0;1;1,56501329228677;0,21516408880449;2,75427629524401;2,16915548930644;41,3729248145926;"0801903018";"08019";"018";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";577,847844965;20422,764566;c(932349.000003109, 4593065.99988438);10981;29465
"49194";"A15610032082488399384";201812;278000;3270,58823529412;85;3;1;0;1;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1931;1;1;1931;6;15;4;0;0;1;1,72440063035575;0,408004284313196;2,72273857065215;2,16455503920642;41,3720335628486;"0801903013";"08019";"013";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";654,97375979;21537,084945;c(931970.000003106, 4592943.99988438);10136;24497
"49195";"A17642509943570065081";201812;253000;4216,66666666667;60;3;1;0;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1890;2;1;1890;10;42;3;0;0;1;1,51871861956617;0,0354785518340647;2,32632347026761;2,16143944446694;41,3749466575375;"0801903009";"08019";"009";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";587,565769073;18773,9402374;c(931690.000003104, 4593251.99988438);12251;29475
"49196";"A739949639186084775";201812;281000;4014,28571428571;70;2;1;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;2;1934;6;14;5;0;0;1;1,53178381658736;0,165527846929358;2,67624201789916;2,16781154618787;41,3733094481811;"0801903017";"08019";"017";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";763,362555918;22670,3622909;c(932234.000003109, 4593101.99988437);10320;25034
"49197";"A1786649763029930354";201812;285000;4130,4347826087;69;3;1;0;1;0;3;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1972;2;1;1972;7;23;4;0;0;1;1,56785963797371;0,208420742333843;2,79487933378839;2,17055101292154;41,3728889590353;"0801903019";"08019";"019";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1092,65565789;60844,0797716;c(932466.000003109, 4593068.99988438);11029;26921
"49198";"A13139277351630300925";201812;508000;6350;80;1;2;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1877;6;19;5;0;0;1;1,5457203131245;0,177877241936584;2,67176645543251;2,16732733931348;41,3732322175426;"0801903017";"08019";"017";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";763,362555918;22670,3622909;c(932194.000003108, 4593090.99988438);10320;25034
"49199";"A14901475915825585818";201812;436000;6140,84507042254;71;2;1;0;1;1;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;NA;3;1;1963;10;28;3;0;0;1;1,50149101689672;0,123595733818904;2,40939040475222;2,16291660660586;41,3745831142123;"0801903010";"08019";"010";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";647,070543841;25142,5043995;c(931816.000003105, 4593218.99988438);10607;27340
"49200";"A13578489748954511602";201812;240000;2962,96296296296;81;3;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1900;1;NA;1900;6;14;5;0;0;1;1,64392006576339;0,279655844928079;2,74239555101231;2,16670069072958;41,372414146907;"0801903017";"08019";"017";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";763,362555918;22670,3622909;c(932147.000003108, 4592996.99988437);10320;25034
"49201";"A14340785968935312642";201812;370000;4065,93406593407;91;3;1;0;1;1;3;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;NA;2;1;1976;7;17;3;0;0;1;1,75211131981553;0,119528088093804;2,36581085575167;2,15839056874852;41,3738773303581;"0801903001";"08019";"001";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";642,893416676;23130,6271814;c(931442.000003102, 4593117.99988438);12846;30280
"49202";"A3407261751010431359";201812;217000;2679,01234567901;81;3;1;0;1;0;3;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1974;3;1;1974;6;4;6;0;0;1;3,96422490124135;1,24931544933933;3,84860304234573;2,14541427286334;41,3565257440452;"0801903032";"08019";"032";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1776,81606821;129142,002557;c(930471.000003093, 4591125.9998844);10658;25402
"49203";"A9295675706380936665";201812;398000;4975;80;3;1;0;1;1;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;NA;3;1;1947;5;24;4;0;0;1;1,80319798928512;0,184835504661419;2,44015718543674;2,15860212373429;41,3732286059246;"0801903007";"08019";"007";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";689,707267374;23116,1303402;c(931464.000003102, 4593046.99988438);11611;29151
"49204";"A12594230327999899647";201812;505000;6312,5;80;2;2;1;0;1;3;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1900;1;1;1900;5;23;4;0;0;1;1,61802059948259;0,25008796892769;2,74766095247219;2,16750093853924;41,3725581776478;"0801903017";"08019";"017";"03";"019";"08";"09";"0801903";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";763,362555918;22670,3622909;c(932213.000003108, 4593016.99988438);10320;25034
