"";"ASSETID";"PERIOD";"PRICE";"UNITPRICE";"CONSTRUCTEDAREA";"ROOMNUMBER";"BATHNUMBER";"HASTERRACE";"HASLIFT";"HASAIRCONDITIONING";"AMENITYID";"HASPARKINGSPACE";"ISPARKINGSPACEINCLUDEDINPRICE";"PARKINGSPACEPRICE";"HASNORTHORIENTATION";"HASSOUTHORIENTATION";"HASEASTORIENTATION";"HASWESTORIENTATION";"HASBOXROOM";"HASWARDROBE";"HASSWIMMINGPOOL";"HASDOORMAN";"HASGARDEN";"ISDUPLEX";"ISSTUDIO";"ISINTOPFLOOR";"CONSTRUCTIONYEAR";"FLOORCLEAN";"FLATLOCATIONID";"CADCONSTRUCTIONYEAR";"CADMAXBUILDINGFLOOR";"CADDWELLINGCOUNT";"CADASTRALQUALITYID";"BUILTTYPEID_1";"BUILTTYPEID_2";"BUILTTYPEID_3";"DISTANCE_TO_CITY_CENTER";"DISTANCE_TO_METRO";"DISTANCE_TO_DIAGONAL";"LONGITUDE";"LATITUDE";"CUSEC";"CUMUN";"CSEC";"CDIS";"CMUN";"CPRO";"CCA";"CUDIS";"CLAU2";"NPRO";"NCA";"CNUT0";"CNUT1";"CNUT2";"CNUT3";"NMUN";"Shape_Leng";"Shape_Area";"geometry";"Renta.media.por.persona";"Renta.media.por.hogar"
"335";"A4178440802276741354";201812;293000;5232,14285714286;56;1;1;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2018;0;1;2018;5;11;4;0;0;1;1,69674381811349;0,290527190994054;2,31257478981745;2,18928386656201;41,3820907689055;"0801901042";"08019";"042";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1024,00463952;54262,0344824;c(933972.000003122, 4594184.99988436);12067;27681
"336";"A15121363990796869224";201812;304000;4108,10810810811;74;2;1;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;4;NA;1959;5;11;6;0;0;1;1,75143992120631;0,335916753954608;2,37991419046324;2,18973215191342;41,3815663301266;"0801901037";"08019";"037";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";564,396428166;17343,9131798;c(934013.000003122, 4594128.99988437);10872;27028
"337";"A7887578187692583174";201812;292000;4055,55555555556;72;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;3;1;1959;5;11;6;0;0;1;1,74936716971513;0,331746570496622;2,44292960655547;2,18934216562728;41,3808727306153;"0801901039";"08019";"039";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";794,351008499;33525,9544924;c(933985.000003121, 4594049.99988437);11596;25610
"338";"A10689965199411363504";201812;428000;6584,61538461539;65;1;2;1;0;1;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1937;2;1;1936;6;14;6;0;0;1;1,68082859121579;0,299502169988685;2,49606766861331;2,1879395728064;41,3800718605831;"0801901040";"08019";"040";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";691,079214756;19391,3521489;c(933873.000003121, 4593953.99988437);11880;24985
"339";"A5579455067598378145";201812;294000;4200;70;3;1;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;1;1950;3;3;6;0;0;1;1,66466894164242;0,251754883580235;2,41105405431534;2,18827094542616;41,3809301687555;"0801901041";"08019";"041";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";581,634879773;19158,9483765;c(933895.000003121, 4594050.99988437);10287;20544
"341";"A17842308515048887982";201812;147000;4454,54545454546;33;1;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;1;1900;6;7;6;0;0;1;1,65145358631795;0,258803257817051;2,45179015966382;2,18780285292187;41,380456166427;"0801901040";"08019";"040";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";691,079214756;19391,3521489;c(933859.000003121, 4593995.99988437);11880;24985
"342";"A7254184270952177750";201812;392000;4780,48780487805;82;2;2;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2018;0;1;2018;5;11;4;0;0;1;1,69376433809065;0,283843849529861;2,32296478452079;2,18919048111988;41,3819689500037;"0801901042";"08019";"042";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1024,00463952;54262,0344824;c(933965.000003121, 4594170.99988438);12067;27681
"343";"A18388909044095761827";201812;581000;5928,57142857143;98;3;1;1;1;0;2;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1936;6;1;1936;11;45;4;0;0;1;2,0934205936598;0,324552587181401;2,15082950691201;2,19500188457851;41,3852892001797;"0801901036";"08019";"036";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";3162,85170984;406334,728779;c(934429.000003126, 4594568.99988436);11175;26363
"344";"A4574304623703860320";201812;351000;4081,39534883721;86;3;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1993;4;NA;1993;5;44;5;0;0;1;1,78278305796321;0,369891298645068;2,38375222131654;2,19016879684309;41,3816456155598;"0801901037";"08019";"037";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";564,396428166;17343,9131798;c(934049.000003122, 4594139.99988437);10872;27028
"346";"A11182452319127459707";201812;352000;3744,68085106383;94;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1993;4;1;1993;5;44;5;0;0;1;1,81044543156616;0,397957628127805;2,39770265914787;2,19050014497719;41,3816036202612;"0801901036";"08019";"036";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";3162,85170984;406334,728779;c(934077.000003123, 4594136.99988437);11175;26363
"347";"A14886981201658224047";201812;320000;4102,5641025641;78;2;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;NA;1900;6;8;6;0;0;1;1,87547369759494;0,477538685271046;2,6185088135564;2,19009719464565;41,3793981096596;"0801901038";"08019";"038";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";551,060302543;16685,4679071;c(934058.000003122, 4593889.99988437);10201;21456
"348";"A3397731586268300310";201812;181000;4525;40;1;1;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;NA;0;1;1958;7;11;6;0;0;1;1,90011539602738;0,603342000568058;2,81138394706845;2,1887822358718;41,3772968571957;"0801901033";"08019";"033";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";483,593134623;14478,7115915;c(933962.000003121, 4593649.99988438);10089;21729
"349";"A9087988685332583380";201812;746000;5738,46153846154;130;4;2;1;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1900;5;1;1900;6;25;6;0;0;1;0,908590834335847;0,091220971342126;1,86428712759311;2,18021443003419;41,384085049881;"0801901046";"08019";"046";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1054,25130514;48285,0260469;c(933200.000003116, 4594360.99988436);11835;25831
"350";"A6835697553699053526";201812;405000;4308,51063829787;94;2;2;1;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1870;4;1;1870;6;7;7;0;0;1;1,01759106874711;0,237846978258108;1,84680880389878;2,18182620325426;41,3846604979306;"0801901045";"08019";"045";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1066,56475609;54060,3370113;c(933331.000003117, 4594432.99988437);11833;24304
"351";"A16210313942676585520";201812;624000;4800;130;3;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1895;1;1;1895;6;6;7;0;0;1;0,773331337694413;0,0534233826753054;1,77759132207488;2,1787078665229;41,3845311724765;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933071.000003116, 4594402.99988436);10639;22659
"353";"A1367416663510734654";201812;385000;5133,33333333333;75;2;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1936;NA;NA;1936;4;6;6;0;0;1;0,674744520761375;0,288274838158362;1,33350785599816;2,17784264464389;41,3885315328274;"0801901051";"08019";"051";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";641,37214006;23127,7171906;c(932972.000003116, 4594842.99988435);9605;22565
"354";"A3845736239042451934";201812;379000;4406,97674418605;86;2;2;0;0;0;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;NA;4;1;1900;6;16;7;0;0;1;1,00318427442852;0,368823878770058;1,66056771426099;2,18203073837943;41,3864788689822;"0801901044";"08019";"044";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";937,159204631;53422,7501849;c(933336.000003118, 4594635.99988436);14553;32158
"355";"A16523179045668881255";201812;587000;3887,41721854305;151;5;3;0;1;0;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1960;3;1;1880;3;10;5;0;1;0;0,679543074753742;0,220350693309842;1,5958070830113;2,17809211431786;41,3861074734131;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933009.000003116, 4594574.99988436);10639;22659
"356";"A11798085546397626477";201812;618000;5618,18181818182;110;1;2;0;1;1;3;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1870;3;1;1870;6;13;5;0;0;1;0,341538610520748;0,0280221397085182;1,3137889171189;2,17398115992771;41,3877783898333;"0801901052";"08019";"052";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1708,70555092;91782,3913569;c(932654.000003113, 4594739.99988437);14961;35195
"357";"A16648229685010175829";201812;457000;6093,33333333333;75;2;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1895;4;1;1895;6;7;7;0;0;1;0,811249828160104;0,115755264429159;1,74650459186202;2,17939104642127;41,3850045081609;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933125.000003116, 4594458.99988436);10639;22659
"358";"A4852788661220278250";201812;161000;4351,35135135135;37;0;1;1;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1910;5;2;1910;5;9;5;0;0;1;0,804177736847396;0,405342832907396;1,42573514405155;2,17955180715851;41,3880762762886;"0801901053";"08019";"053";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1025,36131685;41435,5260201;c(933118.000003116, 4594800.99988436);10590;21823
"359";"A278152068372970218";201812;396000;4040,81632653061;98;1;2;0;0;1;2;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1840;1;1;1840;4;12;6;0;0;1;0,905638928995664;0,107305345232515;1,83745642837688;2,18030802837249;41,384359917576;"0801901045";"08019";"045";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1066,56475609;54060,3370113;c(933206.000003117, 4594391.99988437);11833;24304
"360";"A3637176005229393917";201812;316000;4647,05882352941;68;2;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1936;3;1;1936;4;9;5;0;0;1;0,515231404651167;0,167539744115892;1,31874073442138;2,17599634648523;41,3881646735728;"0801901052";"08019";"052";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1708,70555092;91782,3913569;c(932820.000003114, 4594792.99988436);14961;35195
"361";"A4311013006992212314";201812;942000;6826,08695652174;138;4;2;0;1;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;2;1;1946;6;9;6;0;0;1;1,11685627955175;0,282981937034039;2,11811937503106;2,18168986610147;41,3820467837102;"0801901046";"08019";"046";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1054,25130514;48285,0260469;c(933337.000003117, 4594141.99988437);11835;25831
"362";"A7168316016744283464";201812;399000;3990;100;2;2;0;0;1;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1870;4;1;1870;4;36;4;0;0;1;0,909436546878847;0,221958998869446;1,72404275236314;2,18076175318472;41,3855548389561;"0801901045";"08019";"045";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1066,56475609;54060,3370113;c(933236.000003117, 4594526.99988436);11833;24304
"363";"A11614172634164669205";201812;331000;4867,64705882353;68;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1975;5;2;1975;9;17;5;0;0;1;1,04375310373498;0,171411767907334;1,23091849218292;2,18164148681405;41,3904487580539;"0801901055";"08019";"055";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1610,19237626;96099,6936627;c(933277.000003118, 4595074.99988435);14680;33802
"364";"A7511241464307054642";201812;282000;3916,66666666667;72;1;2;0;0;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1900;3;1;1900;5;5;7;0;0;1;1,08119611478649;0,267818155296611;1,92490775408864;2,18238796478836;41,3840589391542;"0801901045";"08019";"045";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1066,56475609;54060,3370113;c(933382.000003118, 4594368.99988436);11833;24304
"365";"A11371757339432707305";201812;595000;4612,40310077519;129;2;2;0;1;1;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1936;4;1;1936;8;26;3;0;0;1;0,57565760925272;0,207490609893751;1,61724270405137;2,1766449517909;41,3854975382893;"0801901025";"08019";"025";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1146,82708688;82764,2416644;c(932892.000003115, 4594499.99988437);11760;25453
"366";"A2338068973301891048";201812;262000;3447,36842105263;76;3;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;NA;1900;5;10;5;0;0;1;0,654573430769429;0,273764442629455;1,33078828119789;2,17760155012961;41,3885063988582;"0801901051";"08019";"051";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";641,37214006;23127,7171906;c(932952.000003116, 4594838.99988436);9605;22565
"367";"A6419032112252050930";201812;801000;4005;200;4;2;0;1;1;3;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;NA;6;1;1885;4;4;2;0;1;0;0,44834672059916;0,0470545428468151;1,17977976214468;2,17456676110177;41,3891294450119;"0801902075";"08019";"075";"02";"019";"08";"09";"0801902";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";911,857199274;51741,8592873;c(932694.000003113, 4594892.99988436);18141;42623
"368";"A11247251045716186313";201812;342000;6452,83018867925;53;1;1;1;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;1;2018;4;9;5;0;0;1;0,765428434229542;0,397479339690244;1,40507614479561;2,17906698923739;41,3881431726093;"0801901053";"08019";"053";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1025,36131685;41435,5260201;c(933077.000003116, 4594805.99988436);10590;21823
"369";"A4466335998978580215";201812;1549000;6454,16666666667;240;4;4;1;1;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;1;1925;6;14;3;0;0;1;0,427228158576592;0,161995581782039;1,49699058233469;2,17506942481249;41,3862798354638;"0801901023";"08019";"023";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1361,34393822;93901,2579493;c(932755.000003113, 4594578.99988436);13615;30465
"370";"A15863529847915793958";201812;321000;5177,41935483871;62;2;1;0;0;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;1;1900;6;12;6;0;0;1;0,995989924897696;0,154886162846956;1,94968060812431;2,18101442308503;41,3834727436778;"0801901046";"08019";"046";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1054,25130514;48285,0260469;c(933271.000003117, 4594296.99988436);11835;25831
"371";"A8553232303202362761";201812;630000;4598,5401459854;137;1;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1900;4;NA;1900;6;12;6;0;0;1;0,775473032948341;0,144235650228628;1,70547712640161;2,17905726122551;41,3853166713208;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933095.000003116, 4594491.99988437);10639;22659
"372";"A12889957683573065019";201812;380000;3584,90566037736;106;2;2;0;1;1;3;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1900;2;1;1900;3;9;5;0;0;1;0,568455177787117;0,256454648358529;1,52726196397141;2,1767996798122;41,386390858402;"0801901049";"08019";"049";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";867,579536689;28978,3297352;c(932899.000003115, 4594599.99988437);11912;28424
"373";"A8980676834180610191";201812;274000;3914,28571428571;70;1;1;1;0;1;3;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1900;1;1;1900;6;20;6;0;0;1;0,838710133935684;0,0831283605367868;1,78961817864902;2,17958952163355;41,3846444333816;"0801901046";"08019";"046";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1054,25130514;48285,0260469;c(933144.000003116, 4594419.99988436);11835;25831
"374";"A13247830934972803537";201812;372000;5470,58823529412;68;3;1;0;0;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;1;1;1936;4;9;5;0;0;1;0,599095641869927;0,24959518213638;1,33197167596847;2,17697762604555;41,3883274785644;"0801901051";"08019";"051";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";641,37214006;23127,7171906;c(932901.000003115, 4594815.99988436);9605;22565
"375";"A11386289895175311097";201812;327000;5030,76923076923;65;2;2;0;0;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1400;1;1;1900;4;8;6;0;0;1;1,05923332594716;0,273718476445527;1,86917562731831;2,18230884889956;41,3845666793651;"0801901045";"08019";"045";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1066,56475609;54060,3370113;c(933372.000003117, 4594424.99988437);11833;24304
"591";"A10689965199411363504";201812;413000;6353,84615384615;65;1;2;1;0;1;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1937;2;1;1936;6;14;6;0;0;1;1,65861119619919;0,288983706093182;2,49365404954524;2,1876003669449;41,3800151707699;"0801901040";"08019";"040";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";691,079214756;19391,3521489;c(933845.00000312, 4593945.99988437);11880;24985
"593";"A11693858665708087200";201812;769000;3495,45454545455;220;3;2;1;0;1;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1700;1;1;1700;4;7;4;0;0;1;0,500171766195412;0,149804752207515;1,35818274323549;2,17592922028972;41,3877715692288;"0801901052";"08019";"052";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1708,70555092;91782,3913569;c(932817.000003114, 4594748.99988436);14961;35195
"594";"A7864543364022162863";201812;169000;4828,57142857143;35;0;1;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;NA;2;1;1954;7;13;6;0;0;1;0,714158510357507;0,330200235008912;1,35581959296396;2,1783610618372;41,3884361165161;"0801901051";"08019";"051";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";641,37214006;23127,7171906;c(933016.000003116, 4594834.99988435);9605;22565
"595";"A11245769524110265977";201812;383000;5175,67567567568;74;3;2;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;1936;4;9;5;0;0;1;0,566443451555649;0,216650328115744;1,38445215807783;2,17673994146444;41,3877440030287;"0801901050";"08019";"050";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";696,435598627;28589,1345185;c(932885.000003115, 4594749.99988436);12165;27713
"596";"A6883263480975590179";201812;817000;4255,20833333333;192;5;3;1;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;NA;NA;NA;1936;5;10;3;0;0;1;0,390600775174376;0,0885114347336403;1,25884892206182;2,17433722753188;41,3883475306469;"0801901052";"08019";"052";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1708,70555092;91782,3913569;c(932680.000003114, 4594804.99988436);14961;35195
"597";"A15974603374173280039";201812;360000;5142,85714285714;70;2;2;0;0;1;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1700;2;1;1700;7;12;6;0;0;1;0,831148033303794;0,174710694771278;1,70620305745834;2,17978693496064;41,3854728014063;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933155.000003116, 4594512.99988436);10639;22659
"598";"A13129508931382291248";201812;359000;4487,5;80;2;2;0;0;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1850;2;1;1850;7;16;6;0;0;1;0,857711319994915;0,306446682649079;1,60209047310332;2,18029450643497;41,386593270195;"0801901048";"08019";"048";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";877,354650534;31976,6819948;c(933190.000003117, 4594639.99988436);8733;20952
"599";"A4577191692884171323";201812;297000;4500;66;1;1;1;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;1;1980;6;20;6;0;0;1;0,863237696066745;0,157731400041059;1,74338502133107;2,18009975016233;41,385197594696;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933183.000003116, 4594483.99988437);10639;22659
"600";"A12974757574411486165";201812;502000;4780,95238095238;105;3;2;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1895;1;1;1895;6;6;7;0;0;1;0,767182949670749;0,0420700755186702;1,7809618777927;2,17859495575813;41,3844642437946;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933062.000003116, 4594394.99988436);10639;22659
"601";"A1423806837927484347";201812;329000;3916,66666666667;84;3;1;0;0;0;2;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;1900;NA;1;1900;6;13;6;0;1;0;0,791169216267546;0,039947803275447;1,80854102689962;2,17879365611887;41,3842572111289;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933080.000003116, 4594372.99988436);10639;22659
"602";"A4644958153330016700";201812;366000;4066,66666666667;90;3;1;0;1;0;3;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1900;2;NA;1900;5;23;6;0;0;1;1,29177536446243;0,0988386983457498;2,10686264965329;2,184504343558;41,3828649810349;"0801901043";"08019";"043";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";3530,2074751;542443,846447;c(933567.000003119, 4594246.99988437);15122;32723
"604";"A14918301089464130870";201812;618000;5517,85714285714;112;2;2;1;0;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;NA;NA;1900;4;36;4;0;0;1;0,835668131998159;0,171947703435748;1,71137292572738;2,17983172499077;41,385434767744;"0801901047";"08019";"047";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";905,77575678;49298,775439;c(933159.000003117, 4594508.99988436);10639;22659
"605";"A13852312443169483972";201812;1401000;5886,55462184874;238;4;4;1;1;1;3;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1928;1;1;1928;6;14;3;0;0;1;0,421531832776837;0,133090073850105;1,46464067504891;2,17505722729979;41,386577484577;"0801901023";"08019";"023";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1361,34393822;93901,2579493;c(932752.000003113, 4594611.99988436);13615;30465
"606";"A5836208787739575405";201812;346000;4873,23943661972;71;1;1;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1900;2;1;1900;5;10;5;0;0;1;0,942423546628853;0,169085047695634;1,81748401175096;2,18090903919532;41,3847019083465;"0801901045";"08019";"045";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1066,56475609;54060,3370113;c(933254.000003117, 4594432.99988436);11833;24304
"607";"A10682126384006343431";201812;481000;3485,50724637681;138;3;1;0;1;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1933;1;2;1933;5;22;3;0;0;1;0,478333602926473;0,174434179776764;1,48407694587593;2,17573547956932;41,3865378933853;"0801901050";"08019";"050";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";696,435598627;28589,1345185;c(932809.000003114, 4594610.99988436);12165;27713
"608";"A1987653496079777474";201812;297000;5400;55;2;1;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;5;1;1936;6;12;6;0;0;1;0,857112183839144;0,234795230366477;1,66890673087266;2,18020593840814;41,3859310467868;"0801901048";"08019";"048";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";877,354650534;31976,6819948;c(933187.000003116, 4594565.99988437);8733;20952
"609";"A2436755533217567641";201812;345000;5750;60;1;1;0;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;1;1900;5;19;6;0;0;1;0,81874145740951;0,282360065539855;1,29836594964891;2,17935801472495;41,3892464091648;"0801901052";"08019";"052";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";1708,70555092;91782,3913569;c(933094.000003116, 4594929.99988436);14961;35195
"610";"A14683904850803208504";201812;308000;4400;70;2;1;0;0;1;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;NA;2;1;1850;5;7;5;0;0;1;0,893539558437998;0,308422579119464;1,62558660963838;2,18071618312804;41,3864842043933;"0801901048";"08019";"048";"01";"019";"08";"09";"0801901";"08019";"Barcelona";"Cataluña";"ES";"5";"1";"1";"Barcelona";877,354650534;31976,6819948;c(933226.000003117, 4594629.99988436);8733;20952
